location,address,description,vendor,lat,lon,days_on_site,amenities,bathrooms,parking_lots,num_bedrooms,m2,final_price,price_square_meter,street,neighbourhood,postcode
"Roma Norte, Cuauhtémoc, Distrito Federal",,"En venta excelente departamento en complejo residencial, un desarrollo rodeado de los mejores servicios, hospitales, escuelas y centros comerciales de primer nivel, así como de vialidades importantes como Av. de los insurgentes, Viad. Miguel Alemán que permitirán gozar de un estilo de vida cómodo, otorgando un acceso fácil a otros puntos de la ciudad.CARACTERÍSTICAS DEL RESIDENCIAL-SEGURIDAD: Seguridad privada, control de accesos 24/7, CCTV, llamadas por parte de la caseta de vigilancia para autorización de visita y servicios. ESPACIOS Y AMENIDADES: Recepción, elevadores, Gimnasio, Salón de eventos, Roof Garden, Grill, Jardines, Teppanyaki, Pet station,Horno para pizzaCARACTERÍSTICAS DEL ESPACIOESTADO: Con acabadosRECAMARAS: 2 CLOSETS: 2BAÑOS: 2ESTANCIA: SiCOMEDOR: SiCOCINA: EquipadaBARRA: De granitoÁREA DE LAVADO: SiESTACIONAMIENTO: 1 espacioMETROS TOTALES: 63 m2PRECIO $ 4,202,000",Incitybienesraices,19.4124955,-99.1577268,4,4,2,1,2,63,4202000,66698.4127,Calle Coahuila,Centro Urbano Benito Juárez,6700
"Roma Norte, Cuauhtémoc, Distrito Federal",,"En venta excelente departamento en complejo residencial, un desarrollo rodeado de los mejores servicios, hospitales, escuelas y centros comerciales de primer nivel, así como de vialidades importantes como Av. de los insurgentes, Viad. Miguel Alemán que permitirán gozar de un estilo de vida cómodo, otorgando un acceso fácil a otros puntos de la ciudad.CARACTERÍSTICAS DEL RESIDENCIAL-SEGURIDAD: Seguridad privada, control de accesos 24/7, CCTV, llamadas por parte de la caseta de vigilancia para autorización de visita y servicios. ESPACIOS Y AMENIDADES: Recepción, elevadores, Gimnasio, Salón de eventos, Roof Garden, Grill, Jardines, Teppanyaki, Pet station,Horno para pizzaCARACTERÍSTICAS DEL ESPACIOESTADO: Con acabadosRECAMARAS: 2 CLOSETS: 2BAÑOS: 1ESTANCIA: SiCOMEDOR: SiCOCINA: EquipadaBARRA: De granitoÁREA DE LAVADO: SiESTACIONAMIENTO: 1 espacioMETROS TOTALES: 76 m2Terraza : 20 m2 PRECIO $ 4,631,000",Incitybienesraices,19.4124955,-99.1577268,4,3,1,1,2,76,4631000,60934.21053,Calle Coahuila,Centro Urbano Benito Juárez,6700
"Roma Norte, Cuauhtémoc, Distrito Federal",,"En venta excelente departamento en complejo residencial, un desarrollo rodeado de los mejores servicios, hospitales, escuelas y centros comerciales de primer nivel, así como de vialidades importantes como Av. de los insurgentes, Viad. Miguel Alemán que permitirán gozar de un estilo de vida cómodo, otorgando un acceso fácil a otros puntos de la ciudad.CARACTERÍSTICAS DEL RESIDENCIAL-SEGURIDAD: Seguridad privada, control de accesos 24/7, CCTV, llamadas por parte de la caseta de vigilancia para autorización de visita y servicios. ESPACIOS Y AMENIDADES: Recepción, elevadores, Gimnasio, Salón de eventos, Roof Garden, Grill, Jardines, Teppanyaki, Pet station,Horno para pizzaCARACTERÍSTICAS DEL ESPACIOESTADO: Con acabadosRECAMARAS: 1CLOSETS: 1BAÑOS: 1ESTANCIA: SiCOMEDOR: SiCOCINA: EquipadaBARRA: De granitoÁREA DE LAVADO: SiESTACIONAMIENTO: 1 espacioMETROS TOTALES: 51 m2PRECIO $3,840,000",Incitybienesraices,19.4124955,-99.1577268,4,2,1,1,1,51,3840000,75294.11765,Calle Coahuila,Centro Urbano Benito Juárez,6700
"Roma Norte, Cuauhtémoc, Distrito Federal",,"En venta excelente departamento en complejo residencial, un desarrollo rodeado de los mejores servicios, hospitales, escuelas y centros comerciales de primer nivel, así como de vialidades importantes como Av. de los insurgentes, Viad. Miguel Alemán que permitirán gozar de un estilo de vida cómodo, otorgando un acceso fácil a otros puntos de la ciudad.CARACTERÍSTICAS DEL RESIDENCIAL-SEGURIDAD: Seguridad privada, control de accesos 24/7, CCTV, llamadas por parte de la caseta de vigilancia para autorización de visita y servicios. ESPACIOS Y AMENIDADES: Recepción, elevadores, Gimnasio, Salón de eventos, Roof Garden, Grill, Jardines, Teppanyaki, Pet station,Horno para pizzaCARACTERÍSTICAS DEL ESPACIOESTADO: Con acabadosRECAMARAS: 2 CLOSETS: 2BAÑOS: 2ESTANCIA: SiCOMEDOR: SiCOCINA: EquipadaBARRA: De granitoÁREA DE LAVADO: SiESTACIONAMIENTO: 1 espacioMETROS TOTALES: 62 m2PRECIO $ 4,279,000",Incitybienesraices,19.4124955,-99.1577268,4,4,2,1,2,62,4279000,69016.12903,Calle Coahuila,Centro Urbano Benito Juárez,6700
"Roma Norte, Cuauhtémoc, Distrito Federal",,"Entrega Febrero 202182 departamentos en total5 disponibles101 =   $10'871.000 = 184.94 m2 (150.6 + 34.34 patio)102 =  $10'600,000 = 187.48 m2 (153.14 + 34.34 patio)201 =  $9'600,000 = 160.76 m2 (150.6 + 10.16 terraza)202 =  $9'401,000 = 157.64 m2 (153.14 + 4.5 terraza)302 =  $9'550,000 = 157.64 m2 (153.14 + 4.5 terraza)Cualquiera tiene:3 recámaras3 baños1 medio baño2 estacionamientosLobby ElevadorRoof garden comunalVigilancia 24/7Hay departamento muestraIMPORTANTE: precios pueden cambiar sin previo aviso",Jrasesores,19.4195256,-99.162549,6,7,3,2,3,157,9401000,59878.98089,Calle Colima,Colonia Roma Norte,6700
"Roma Sur, Cuauhtémoc, Distrito Federal",,"Hermoso a estrenar y muy bien ubicado departamento en Roma Sur, acabados de primera, muy iluminados, son varios modelos de departamentos, Roof garden comun. bodega y opcion de un cajon de estacionamiento opcional.",Rent A House Cdmx,19.405299,-99.1649891,7,4.081349206,2,1,2,78,4100000,52564.10256,Calle Quintana Roo,Colonia Roma Sur,6760
"Roma Norte, Cuauhtémoc, Distrito Federal",,"Moderno loft de 57.7m2 (entrega inmediata) ubicado en la colonia Roma, rodeado de algunas de las avenidas más importantes de la ciudad, con fácil acceso a transporte público y ecobicis, la movilidad no será un problema para ti. Rodeado de lugares y actividades culturales, diversidad gastronómica, centros comerciales, museos, bares, etc.Zona segura para caminar o ejercitarte en alguno de sus múltiples parques, pasear a tu mascota o andar en bicicleta. El vestíbulo del edificio está iluminado centralmente a través de un cubo de 20 m de altura. Cuenta con roof garden común que ofrece una maravillosa vista a cualquier orientación de la CDMX.La cocina (italiana) se entrega completamente equipada con estufa y horno de excelente calidad (marca Teka). Entregamos con persianas, centro de lavado y piso de ingeniería.",Rent A House Cdmx,19.4195256,-99.162549,7,4.081349206,1,1,1,57,3640000,63859.64912,Calle Colima,Colonia Roma Norte,6700
"Roma Norte, Cuauhtémoc, Distrito Federal",,"Departamento en venta en una de las zonas mas exclusivas y con mayor plusvalia en la Ciudad de Mexico, rodeado de los mejores servicios, hospitales, escuelas y centros comerciales de primer nivel, asi como de vialidades importantes como Avenida de los Insurgentes, Viaducto Miguel Aleman. Se trata de un estilo que mezcla la comodidad y la modernidad con lineas simples y espacios amplios y luminosos que reflejan un hogar en el equilibrio perfecto. El deparamento de 43 m2, 1 habitacion, 1 baño, cocina equipada, area de lavado, sala comedor, 1 lugar de estacionamiento, altura de 2.80m. Cuenta con amenidades como: Gimnasio, Roof Garden, Salon de eventos, Grill, Pet station, Jardines, Horno para pizza, Teppanyaki. Somos Rent-A House!!!",Rent A House Cdmx,19.4195256,-99.162549,7,4.081349206,1,1,1,43,3370000,78372.09302,Calle Colima,Colonia Roma Norte,6700
"Roma Sur, Cuauhtémoc, Distrito Federal",,"Desarrollo de 8 Dptos. localizado en Roma Sur, cercano a vialidades importantes. Departamento de 64 M2 mas terraza de 14 M2 ,estancia comedor, cocina integral , zona de lavado, 2 recamaras , la principal con baño privado, 2 baños Roof Garden comun de 20 M2 Elevador Seguridad 24 H En PB 2 comercios Ubicado en esquina",Rent A House Cdmx,19.405299,-99.1649891,7,4.081349206,2,2,2,74,4229827,57159.82432,Calle Quintana Roo,Colonia Roma Sur,6760
"Roma Sur, Cuauhtémoc, Distrito Federal",,"Desarrollo de 8 Dptos. localizado en Roma Sur, cercano a vialidades importantes. Departamento de 72 M2 mas terraza de 10 M2 ,estancia comedor, cocina integral , zona de lavado, 2 recamaras ,estudio, la principal con baño privado, 2 baños Roof Garden comun de 20 M2 Elevador Seguridad 24 H En PB 2 comercios Ubicado en esquina",Rent A House Cdmx,19.4126449,-99.1612825,7,4.081349206,2,2,2,82,5006474,61054.56098,Calle Tonalá,Centro Urbano Benito Juárez,6700
"Roma Norte, Cuauhtémoc, Distrito Federal",,"Departamento en venta en una de las zonas más exclusivas y con mayor plusvalía en la Ciudad de México, rodeado de los mejores servicios, hospitales, escuelas y centros comerciales de primer nivel, asícomo de vialidades importantes como Avenida de los Insurgentes, Viaducto Miguel Alemán. Se trata de un estilo que mezcla la comodidad y la modernidad con lineas simples y espacios amplios y luminosos que reflejan un hogar en el equilibrio perfecto.El deparamento de 43 m2, 1 habitacion, 1 baño, cocina equipada, área de lavado, sala comedor, 1 lugar de estacionamiento, altura de 2.80m.Cuenta con amenidades como: Gimnasio, Roof Garden, Salon de eventos, Grill, Pet station, Jardines, Horno para pizza, Teppanyaki.KS           Somos Rent-A House!!!",Rent A House Cdmx,19.4195256,-99.162549,7,4.081349206,1,1,1,43,3370000,78372.09302,Calle Colima,Colonia Roma Norte,6700
"Roma Sur, Cuauhtémoc, Distrito Federal",,"PRE-VENTA DEPARTAMENTO D1 SABOR A MI-Este departamento es el único que cuenta con una CAVA en el sótano de 26.19 mts-Ubicado en calle linda, arbolada y céntrica, tiene acceso muy fácil a Ámsterdam, el Parque México, así como al corazón de la Col Roma-Tiene un estilo ecléctico, respetando algunas características arquitectónicas originales mientras otras agregan nuevas y contemporáneas en algunos elementos. La fachada es re-estilizada totalmente-Todas las instalaciones son totalmente nuevas y de especificación actual, como hidroneumático de presión constante, cisterna, tanque de tormentas para recuperación y reciclaje de agua de lluvia, instalación eléctrica en cobre con tierra física y diversificada por circuitos, iluminación con elementos LED entre otros.",Promoluxury,19.405299,-99.1649891,7,4,2,1,2,141,9859115,69922.80142,Calle Quintana Roo,Colonia Roma Sur,6760
"Roma Sur, Cuauhtémoc, Distrito Federal",,"Desarrollo de 8 Dptos. localizado en Roma Sur, cercano a vialidades importantes. Departamento de 64 M2 mas terraza de 14 M2 ,estancia comedor, cocina integral , zona de lavado, 2 recamaras , la principal con baño privado, 2 baños Roof Garden comun de 20 M2 Elevador Seguridad 24 H En PB 2 comercios Ubicado en esquina.Entrega Enero 2022",Rent A House Cdmx,19.4076742,-99.1600444,7,4.081349206,2,2,2,74,4229827,57159.82432,Calle Tonalá,Centro Urbano Benito Juárez,
"Roma Sur, Cuauhtémoc, Distrito Federal",,"Entrega inmediata7 Niveles7 departamentos2 recámaras2 baños2 estacionamientosPiso 6 = 83 m2 (67 + 16 m balcón) = 2/2/1 = $4'100,000Mantenimiento $2,000 Roof comunalElevadorVigilancia 24/7Cerca de Parque DeltaIMPORTANTE: precios pueden cambiar sin previo aviso",Jrasesores,19.405299,-99.1649891,6,4,2,1,2,67,4100000,61194.02985,Calle Quintana Roo,Colonia Roma Sur,6760
"Roma Sur, Cuauhtémoc, Distrito Federal",,"Exclusivo departamento ubicado en la colonia con mas tradicion de la ciudad. Al estar en una zona centrica y estar delimitada por las avenidas mas importantes de la ciudad es un gran ejemplo de conectividad, historia, arquitectura, comercio, hospitales y sobre todo una gran actividad cultural. El departamento de 91 m2, 2 habitaciones, 2 baños, cocina equipada, cuarto de lavado, sala, comedor, 1 lugar de estacionamiento.",Rent A House Cdmx,19.405299,-99.1649891,7,4.081349206,2,1,2,91,5145000,56538.46154,Calle Quintana Roo,Colonia Roma Sur,6760
"Roma Norte, Cuauhtémoc, Distrito Federal",,"Excelente oportunidad de adquirir en pre venta departamento en el corazon de la colonia Roma, se encuentra en un edificio mixto con una planta comercial y 11 niveles de departamentos con los mejores acabados. El departamento cuenta con 1 habitacion, 1 baño, cocina integral, 1 cajon de estacionamiento, cuenta con altura de 3m, departamento inteligente con sistema de LUTRON en iluminacion y audio. El residencial cuenta con las mejores amenidades como: Bussines center, Roof Garden, Sky pool, Jacuzzi, Teppanyaki, Horno para pizzas, Huerto auto sustentable, Area de meditacion, espacio para yoga, espacio para lectura. Haz tu cita, te apoyamos en la negociacion. Cristina Blanco cel 5554388257 mls 21 24 89",Rent A House Cdmx,19.4218675,-99.1636483,7,4.081349206,1,1,1,39,2980000,76410.25641,Avenida Insurgentes Sur,Colonia Roma Norte,6700
"Roma Norte, Cuauhtémoc, Distrito Federal",,"---AG22-499RAHR---Increíble departamento en exclusivo residencial a estrenar, en una de las colonias mas cotizadas de la CDMX, colonia Roma Norte. rodeado de restaurantes, cafés, teatros etc. Son 73.58 m2 interiores con un balcón de 7.35 m2. Incluye bodega.Contáctanos por WA para mayor información y recibirá atención inmediata y personalizada, permite que nuestros 52 años de experiencia respalden tu nuevo hogar. En Rent A House, es y será un placer brindarte un servicio de excelencia!",Rent A House Cdmx,19.4247667,-99.157579,7,4.081349206,2,1,2,91,5950000,65384.61538,Avenida Chapultepec,Colonia Juárez,6700
"Roma Norte, Cuauhtémoc, Distrito Federal",,"22-1883Lindo Departamento de excelente ubicación sobre la calle Colima en la Colonia Roma Norte. El departamento consta de 2 recamaras, 2 baños, cuarto de lavado y 1 puesto de estacionamiento, todo esto en acabados de lujo.ademas de roof garden privado de 76 mts.Somos Rent-A-House!Tu Asesora de Confianza.",Rent A House Cdmx,19.4356338,-99.1495107,7,4.081349206,2,1,2,167,8250000,49401.1976,Avenida Paseo de la Reforma Norte,Colonia Tabacalera,6040
"Roma Norte, Cuauhtémoc, Distrito Federal",,"22-1855Departamento en proyecto de excelente ubicación sobre la calle Colima en la Colonia Roma Norte. El departamento consta de 2 recamaras, 2.5 baños, cuarto de lavado y dos puestos de estacionamiento, todo esto en acabados de lujo. Entre las amenidades cuenta con roof garden común, asador.Somos Rent-A-House!Tu Asesora de Confianza.",Rent A House Cdmx,19.4356338,-99.1495107,7,4.081349206,2,2,3,162,10249470,63268.33333,Avenida Paseo de la Reforma Norte,Colonia Tabacalera,6040
"Roma Sur, Cuauhtémoc, Distrito Federal",,"En pre venta excelente departamento en la colonia Roma, Amplios accesos que facilitan la movilidad hacia zonas de trabajo así como oferta cercana de transporte público (Metrobus, taxis, metro) zona tranquila y segura. Facilidad para estacionarse. Rodeado de restaurantes, bancos, centros comerciales, gimnasios, escuelas y parques.CARACTERÍSTICAS DEL RESIDENCIALUn concepto exclusivo de 5 departamentos y 2 PHs, cada espacio cuenta con acabados de alto diseño y smart home.-SEGURIDAD: Seguridad privada, control de accesos 24/7, CCTV.ESPACIOS: Recepción, Elevador, escaleras de servicio.CARACTERÍSTICAS DEL ESPACIOESTADO: AcondicionadoRECAMARAS: 2 CLOSETS: 2BAÑOS: 2ESTANCIA: SiCOMEDOR: SiJARDIN: SiÁREA DE LAVADO: SiESTACIONAMIENTO: 2 CajonesMETROS DE CONSTRUCCIÓN: 140 m2PRECIO $6,990,000Entrega Octubre 2022",Incitybienesraices,19.4063936,-99.1638207,4,4,2,2,2,140,6990000,49928.57143,Avenida Baja California,Colonia Roma Sur,6760
"Roma Sur, Cuauhtémoc, Distrito Federal",,"DEPARTAMENTO D4 CONTIGO-Ubicado en calle linda, arbolada y céntrica, tiene acceso muy fácil a Ámsterdam, el Parque México, así como al corazón de la Col Roma-Tiene un estilo ecléctico, respetando algunas características arquitectónicas originales mientras otras agregan nuevas y contemporáneas en algunos elementos. La fachada es re-estilizada totalmente-Todas las instalaciones son totalmente nuevas y de especificación actual, como hidroneumático de presión constante, cisterna, tanque de tormentas para recuperación y reciclaje de agua de lluvia, instalación eléctrica en cobre con tierra física y diversificada por circuitos, iluminación con elementos LED entre otros.",Promoluxury,19.405299,-99.1649891,7,4,2,1,2,70,4997000,71385.71429,Calle Quintana Roo,Colonia Roma Sur,6760
"Roma Norte, Cuauhtémoc, Distrito Federal",,"MLS #22-1292Muy iluminado y comodo departamento de 144 M2, con amplia y confortable terraza,2 recamaras, 2baños, estancia -comedor, balcon en la recamara, cocina con barra de granita de estilo americano y cuarto de lavado. El edificio es de estilo ecleptico construido en la epoca del Porfiriato y es patrimonio por lo que se restauro, tiene9 departamentos y 3 PH distribuidos en PB y 3 niveles.Excelente oportunidad de vivir en una zona con alta plusvalía.",Rent A House Cdmx,19.4130477,-99.1615075,7,4.081349206,2,2,2,144,8584000,59611.11111,Calle Tonalá,Centro Urbano Benito Juárez,6700
"Roma Sur, Cuauhtémoc, Distrito Federal",,"En pre venta excelente departamento en la colonia Roma, Amplios accesos que facilitan la movilidad hacia zonas de trabajo así como oferta cercana de transporte público (Metrobus, taxis, metro) zona tranquila y segura. Facilidad para estacionarse. Rodeado de restaurantes, bancos, centros comerciales, gimnasios, escuelas y parques.CARACTERÍSTICAS DEL RESIDENCIALUn concepto exclusivo de 5 departamentos y 2 PHs, cada espacio cuenta con acabados de alto diseño y smart home.-SEGURIDAD: Seguridad privada, control de accesos 24/7, CCTV.ESPACIOS: Recepción, Elevador, escaleras de servicio.CARACTERÍSTICAS DEL ESPACIOESTADO: AcondicionadoRECAMARAS: 3 CLOSETS: 2BAÑOS: 2ESTANCIA: SiCOMEDOR: SiJARDIN: SiÁREA DE LAVADO: SiESTACIONAMIENTO: 2 CajonesMetros Totales 280m2TERRAZA : 140 m2 PRECIO $9,990.000Entrega Octubre 2022",Incitybienesraices,19.4063936,-99.1638207,4,5,2,2,3,286,9990000,34930.06993,Avenida Baja California,Colonia Roma Sur,6760
